test_id,세트,유형,난이도,family,pass_fail,actual_route,response_status,postgres_used,enterprise_rag_used,latency_ms,failure_reasons,user_query,기대_답변,response_text
Test 72,8차 심화,부분·전량 개입 대조,최상,Other,PASS,document,success,False,True,8552.5,[],"3,000만 원의 만기자금이 디폴트옵션 대기 중일 때 1,000만 원만 직접 펀드에 투자한 경우와 3,000만 원 전액을 직접 투자한 경우, 남은 디폴트옵션 절차가 각각 어떻게 달라지나요?","부분 개입: 직접 투자한 1,000만 원을 제외한 2,000만 원은 디폴트옵션 절차 계속. 전액 개입: 대기 대상 자금이 없어지므로 해당 자동매수 절차 종료.","사용자님의 질문에 대한 답변을 드리겠습니다.

1. **1,000만 원만 직접 펀드에 투자한 경우**:
   - 디폴트옵션 절차는 나머지 2,000만 원에 대해 계속 적용됩니다.
   - 6주의 유예기간이 지나면 미리 정해 둔 디폴트옵션 상품으로 운용됩니다.
   - 단, 디폴트옵션으로 자동 매수된 적이 있는 동일한 상품이 다시 만기되는 경우에는 6주의 대기기간 없이 만기일 익일 즉시 디폴트옵션 상품으로 자동 매수됩니다.

2. **3,000만 원 전액을 직접 투자한 경우**:
   - 디폴트옵션 절차는 더 이상 적용되지 않습니다.
   - 이는 가입자가 직접 선택한 펀드에 전액이 투자되었기 때문입니다.

따라서, 1,000만 원만 직접 투자한 경우와 3,000만 원 전액을 직접 투자한 경우, 남은 디폴트옵션 절차는 다르게 진행됩니다. 전액을 직접 투자한 경우에는 디폴트옵션 절차가 종료되지만, 일부만 투자한 경우에는 나머지 금액에 대해 디폴트옵션 절차가 계속 적용됩니다."
Test 73,8차 심화,만기 판정 예외,상,Procedure,PASS,document,success,False,True,9270.7,[],"정기예금 만기금, 가입 당시 만기가 정해진 만기형 펀드 상환금, 예상하지 못한 일반 ETF·펀드 청산금이 동시에 발생했다면 셋 모두 디폴트옵션 대상으로 처리하나요?","아님. 정기예금 및 가입 당시 만기·상환조건이 정해진 상품은 대상이 될 수 있으나, 예측할 수 없었던 일반 펀드·ETF 청산금은 만기로 보지 않아 자동 적용 대상에서 제외.","아니요, 정기예금 만기금, 가입 당시 만기가 정해진 만기형 펀드 상환금, 예상하지 못한 일반 ETF·펀드 청산금이 동시에 발생하더라도 모두 디폴트옵션 대상으로 처리되지는 않습니다.

- **정기예금 만기금**: 만기가 도래한 예금의 경우, 디폴트 옵션 적용 대상이 될 수 있습니다. 다만, 만기 지정식 예금의 경우 실물 이전이 불가하며, DC에서 IRP로 실물을 이전한 경우 기존 DC 계좌에서 보유하고 있던 예금은 실물 이전이 불가합니다.
- **만기형 펀드 상환금**: 가입 당시 이미 만기와 상환 조건이 정해진 만기형 펀드의 경우, 만기 시 자동으로 상환 처리되어 디폴트 옵션 적용 대상에 포함됩니다.
- **일반 ETF·펀드 청산금**: 반면, 운용 기간이나 상환 조건이 정해져 있지 않은 일반 펀드 및 ETF의 경우 만기 시 청산 처리되므로 디폴트 옵션 적용 대상에서 제외됩니다.

따라서, 각 상품의 특성에 따라 디폴트 옵션 적용 여부가 달라질 수 있습니다. 자세한 사항은 제공된 자료를 참고하시기 바랍니다."
Test 74,8차 심화,옵트인 복수보유,최상,Procedure,PASS,document,success,False,True,7691.0,[],디폴트옵션 A와 B를 이미 동시에 보유하는 계좌에서 A를 추가로 옵트인 매수하려 합니다. 기존에 보유한 상품과 같은 A이므로 추가매수가 가능한가요?,불가능. 복수의 디폴트옵션 상품을 보유한 상태에서는 동일 상품 추가 옵트인도 제한. 하나를 전량 정리해 단일 디폴트옵션 보유 상태로 만들어야 함.,"네, 가능합니다. 기존에 디폴트옵션 B를 보유하고 있더라도 동일한 상품 A에 대해 추가 옵트인 매수가 가능합니다. 이는 만기자금이나 운용지시 미이행 자금의 자동 처리가 사전에 지정된 상품을 기준으로 판단하기 때문입니다. 다만, 한 번에 두 개의 디폴트옵션을 나누어 매수하는 것은 허용되지 않으므로 주의가 필요합니다.

출처: doc29.xlsx, 자주 묻는 질문, 20번 및 21번 항목"
Test 75,8차 심화,지정변경 vs 구성비변경,최상,Other,PASS,document,success,False,True,8696.7,[],"제가 디폴트옵션 지정 상품을 A에서 B로 바꾼 경우와, 정부 승인된 포트폴리오 A의 내부 구성비 자체가 50:50에서 40:60으로 변경된 경우 기존 적립금은 각각 어떻게 처리되나요?",서로 다름. 지정 A→B 변경만으로 기존 A 보유자산은 자동 매도되지 않음. 반면 동일 포트폴리오의 승인 구성비가 변경된 경우 기존 적립금도 변경된 구성비에 맞게 조정됨.,"네, 질문에 대한 답변을 드리겠습니다.

1. **디폴트옵션 지정 상품을 A에서 B로 바꾼 경우**:
   - 기존 적립금은 모두 새로운 디폴트 옵션 B로 재배치되어야 합니다. 이는 기존 퇴직연금 운용지시와 디폴트옵션 상의 운용지시가 다르기 때문입니다. 따라서, 기존의 A 상품에서 B 상품으로 전환 시 모든 적립금이 이동하게 됩니다.

2. **정부 승인된 포트폴리오 A의 내부 구성비가 50:50에서 40:60으로 변경된 경우**:
   - 승인된 포트폴리오의 구성비가 변경되면 기존에 해당 포트폴리오로 운용 중인 적립금도 변경된 비중에 맞게 조정됩니다. 즉, 기존의 50:50 비율에서 40:60 비율로 변경됨에 따라 기존 적립금 역시 이 새로운 비율에 맞춰 재배분됩니다.

이와 같이, 디폴트 옵션 변경 및 포트폴리오 구성비 변경 시 기존 적립금은 새로운 설정에 맞춰 재배치 및 재조정됩니다.

출처: doc31.pdf (page 6), doc29.xlsx (sheet 자주 묻는 질문)"
Test 76,8차 심화,적합성 절차 대조,최상,Product,FAIL,document,success,False,True,15325.5,"[""R:route_family_mismatch:actual=document"", ""C:postgres_not_used_for_product_fact""]","제 투자성향 유효기간이 만료된 경우, 투자성향을 낮춘 경우, 그리고 지정된 디폴트옵션 상품 자체의 위험등급이 상향된 경우 자동매수와 직접매수는 각각 어떻게 달라지나요?","기존 지정에 따른 자동매수는 투자성향 만료·변경에도 진행. 직접 옵트인은 성향 만료 시 갱신 필요, 성향이 상품보다 낮으면 제한. 반면 상품 자체의 위험등급이 상향 변경되면 적합성 절차 재이행이 필요.","사용자님의 질문에 대해 아래와 같이 답변드리겠습니다.

1. **투자성향 유효기간이 만료된 경우**
   - **자동매수**: 디폴트옵션 상품으로 자동 매수가 진행됩니다. 유효기간 만료 여부와 관계없이 만기일 익일 즉시 자동 매수됩니다.
   - **직접매수**: 변경된 투자 성향이 지정한 디폴트 옵션의 투자 성향보다 낮은 경우 매수가 제한될 수 있습니다. 이는 옵트인 방식에서만 적용됩니다.

2. **투자성향을 낮춘 경우**
   - **자동매수**: 변경된 투자 성향이 지정한 디폴트 옵션의 투자 성향보다 낮은 경우에도 자동매수는 정상적으로 진행됩니다.
   - **직접매수**: 변경된 투자 성향이 지정한 디폴트 옵션의 투자 성향보다 낮은 경우 매수가 제한됩니다.

3. **지정된 디폴트옵션 상품 자체의 위험등급이 상향된 경우**
   - **자동매수**: 디폴트옵션 상품의 위험등급이 상향되더라도 자동매수는 기존과 동일하게 진행됩니다.
   - **직접매수**: 직접매수의 경우, 위험등급 상향에 따른 직접적인 영향은 명시되어 있지 않지만, 투자성향에 따라 매수 가능 여부가 결정됩니다.

이와 같이 자동매수와 직접매수는 각각의 특성에 따라 다르게 적용되며, 투자성향 및 디폴트옵션 상품의 변경에 따라 영향을 받을 수 있습니다.

출처:
- doc31.pdf, page 4
- doc29.xlsx, sheet 자주 묻는 질문
- doc31.pdf, page 6
- doc12.pdf, page 2"
Test 77,8차 심화,통지 실패·기한,상,Procedure,PASS,document,success,False,True,8053.2,[],디폴트옵션 변경 승인을 받은 사업자가 7일 이내 이메일과 알림톡을 보냈지만 모두 반송됐습니다. 그냥 14일을 계산해 새 상품을 적용하면 되나요?,안 됨. 전자 통지가 실패했다면 등록 주소지 등에 서면·우편 통지라는 백업 절차를 이행해야 함. 단순 발송 실패 기록만으로 통지 의무가 완료된 것으로 처리하면 안 됨.,"아닙니다. 디폴트옵션 변경 승인을 받은 사업자가 7일 이내에 가입자에게 변경 사실을 통지해야 하며, 이 통지가 반송된 경우에도 14일 후에 자동으로 새 상품이 적용되는 것은 아닙니다. 

사업자는 통지가 반송된 경우, 추가적인 방법으로 가입자에게 통지하거나 다른 절차를 통해 변경 사실을 확인시켜야 합니다. 만약 이러한 추가 조치 없이 14일이 경과하더라도, 가입자가 별도의 운용지시를 하지 않으면 변경된 디폴트옵션 상품으로 자동 전환되지 않을 수 있습니다.

따라서, 사업자는 가입자에게 변경 사실을 확실히 전달하기 위해 추가적인 조치를 취해야 하며, 가입자는 변경된 내용을 확인하고 필요한 경우 별도의 운용지시를 해야 합니다. 출처: 참고 자료 2, S1, S4"
Test 78,8차 심화,자동재예치 3-way 대조,최상,Other,PASS,document,success,False,True,10198.8,[],"① 일반 예금을 만기 때마다 자동 재예치, ② 만기 전에 가입자가 직접 1회성 만기예약매수, ③ 예금+펀드 디폴트옵션 포트폴리오 내부 예금의 재예치는 각각 허용되나요?","① 일반적인 자동 재예치는 금지, ② 가입자의 1회성 자발적 만기예약매수는 가능, ③ 정부 승인 혼합형 포트폴리오 내부의 예금은 예외적으로 자동 재예치 가능.","사용자님의 질문에 대한 답변을 아래와 같이 제공합니다:

1. **일반 예금을 만기 때마다 자동 재예치**: 아닙니다. 2023년 7월 12일 이후부터 사전지정운용제도가 본격 시행됨에 따라 기존의 자동 재예치 방식은 허용되지 않습니다. 원리금 보장 상품의 경우 만기 시 현금으로 상환되어 디폴트 옵션 적용 대상이 됩니다.

2. **만기 전에 가입자가 직접 1회성 만기예약매수**: 가능합니다. 일회적으로 미리 정해 두는 만기예약매수는 가입자가 스스로 한 운용지시로 볼 수 있어 자동 재예치와는 구별되며, 기존과 같은 원리금 보장 상품을 계속 운용하는 것도 가능합니다.

3. **예금+펀드 디폴트옵션 포트폴리오 내부 예금의 재예치**: 확인되지 않았습니다. 제공된 자료에서는 이와 관련된 구체적인 정보가 없습니다.

따라서, ①번은 불가능하며, ②번은 가능하고, ③번은 확인되지 않았습니다. 

출처:
- [doc29.xlsx, 자주 묻는 질문, S1, S3, S4, 44](https://example.com/doc29xlsxfaq100)
- [doc29.xlsx, README](https://example.com/doc29xlsxreadme)
- [doc31.pdf, page 8](https://example.com/doc31pdf8)"
Test 79,8차 심화,포트폴리오 부분거래,최상,Other,PASS,document,success,False,True,8806.0,[],"포트폴리오형 디폴트옵션에서 펀드 A만 골라 매도하는 것과, 포트폴리오 자체를 여러 차례 부분 환매하다가 내부 예금 비중이 0이 되는 것은 같은 행위인가요?","다름. 개별 편입상품을 지정해 단독 매매하는 것은 제한되지만, 포트폴리오 단위의 부분 환매 결과 예금 부분이 소진되는 것은 가능하며 남은 펀드는 강제 청산되지 않고 계속 운용될 수 있음.","아니요, 두 행위는 다릅니다.

포트폴리오형 디폴트옵션에서 펀드 A만 골라 매도하는 것은 부분 매도에 해당하며, 이 경우 매도한 부분에 대해서는 디폴트 옵션 운용을 중단한 것으로 간주되어 옵트아웃으로 볼 수 있습니다. 그러나 남아 있는 포트폴리오 적립금은 계속 디폴트 옵션으로 운용됩니다. (출처: doc29.xlsx, 자주 묻는 질문, S1, 64번)

반면에, 포트폴리오 자체를 여러 차례 부분 환매하다가 내부 예금 비중이 0이 되는 경우는 포트폴리오 전체가 해체되는 상황입니다. 이 경우 포트폴리오의 승인된 상품으로서의 성격이 상실되며, 구성 상품을 낱개로 들고 있게 되므로 더 이상 같은 포트폴리오형 디폴트 옵션을 보유하는 것으로 보기 어렵습니다. (출처: doc29.xlsx, 자주 묻는 질문, S1, S4, 66번)

따라서, 펀드 A만 선택적으로 매도하는 것과 포트폴리오 전체를 부분 환매하여 예금 비중을 0으로 만드는 것은 서로 다른 결과를 초래하며, 동일한 행위로 간주되지 않습니다."
Test 80,8차 심화,포트폴리오 비중 복원,상,Other,PASS,document,success,False,True,6563.6,[],50:50 승인 포트폴리오가 부분 환매 때문에 현재 10:90이 됐습니다. 이후 신규 자금을 넣으면 현재 10:90 비율을 따라 매수하나요?,아님. 신규 매입 자금은 승인된 목표비중 50:50을 기준으로 매수되어야 함.,"아닙니다. 신규 자금을 넣을 때는 승인된 목표 비중인 50:50에 맞춰 편입 비율이 복원되는 방식으로 매수가 이루어집니다. 따라서 현재 10:90 비율을 따라 매수하지 않고, 원래의 50:50 비율로 다시 조정됩니다.

출처: doc29.xlsx, 자주 묻는 질문"
Test 81,8차 심화,DB 재정검증,최상,Document,PASS,document,success,False,True,7923.5,[],DB 적립비율이 100%보다 낮은 상황에서 계속 전액 지급하다가 지급누계비율이 25%에 도달했습니다. 이후 신규 퇴직자도 계속 전액을 받을 수 있나요?,아님. 25% 도달 시 적립비율을 재산정하고 이후 가입자에게 동일한 적립비율에 따른 비율지급을 적용하여 선착순 전액지급으로 인한 불공정을 방지.,"아니요, 지급누계비율이 25%에 도달한 이후에도 신규 퇴직자는 전액을 받을 수 있습니다. 제공된 자료에 따르면, DB형 퇴직연금에서 적립비율이 150%를 초과하는 경우에만 초과분이 사용자에게 반환될 수 있으며, 그 외의 경우에는 전액 지급이 가능합니다. 따라서 지급누계비율이 25%에 도달하더라도 신규 퇴직자는 여전히 전액을 받을 수 있습니다."
Test 82,8차 심화,DB 부족통보,상,Document,PASS,document,success,False,True,16323.5,[],DB 재정검증에서 법정 최소적립비율 100%에 미달한 사실을 퇴직연금사업자가 회사 담당자에게만 알려주면 통보 의무가 끝난 것으로 볼 수 있나요?,제공된 가이드 기준으로 사용자뿐 아니라 가입자대표에게도 부족 사실을 서면으로 알리는 절차가 필요함.,"아닙니다. 퇴직연금사업자는 법정 최소적립비율 100%에 미달한 사실을 회사 담당자에게만 알리는 것으로 통보 의무가 끝난 것이 아닙니다.

퇴직연금사업자는 재정검증 결과를 회사에 통보해야 하며, 이는 근로자퇴직급여 보장법 제16조 및 동법 시행령 제22조에 명시되어 있습니다. 따라서, 퇴직연금사업자는 회사 DB제도의 적립금이 법정 최소적립금 이상인지 확인하고 그 결과를 회사에 반드시 통보해야 할 의무가 있습니다.

따라서, 퇴직연금사업자는 회사 담당자에게만 알리고 끝나는 것이 아니라, 법적으로 정해진 절차에 따라 회사에 공식적으로 통보해야 합니다. 이를 통해 회사는 퇴직연금 제도의 적립 상태를 정확히 파악하고 필요한 조치를 취할 수 있게 됩니다."
Test 83,8차 심화,규약 불이익변경,상,Legal,PASS,document,success,False,True,5068.2,[],근로자에게 불리하게 퇴직연금규약을 변경하면서 근로자대표의 의견은 들었지만 동의는 받지 않았다면 절차를 충족한 것인가요?,아님. 불이익 변경에서는 단순 의견청취로 부족하며 근로자대표의 동의가 필요. 이를 위반하면 제공된 자료 기준 500만 원 이하 벌금 가능.,"아닙니다. 근로자퇴직급여 보장법 제 4조에 따르면, 퇴직급여제도를 설정하거나 설정된 퇴직급여제도를 다른 종류의 퇴직급여제도로 변경하려는 경우, 근로자의 과반수가 가입한 노동조합이 없는 경우에는 근로자 과반수의 동의를 받아야 합니다. 또한, 근로자에게 불리하게 변경하려는 경우에는 근로자대표의 동의를 받아야 한다고 명시되어 있습니다. 따라서 근로자대표의 의견을 들었더라도 동의를 받지 않았다면 절차를 충족한 것이 아닙니다.

출처: 참고 자료 1, doc12.pdf 페이지 3, doc13.pdf 페이지 3"
Test 84,8차 심화,가입자교육 복합,상,Document,PASS,document+law,clarify,False,True,4753.5,[],"회사가 매년 게시판에 교육자료는 올렸지만 내용에 퇴직 시 IRP 이전, 중도인출, 연금·퇴직소득세 내용을 모두 제외했습니다. ‘연 1회 교육’이라는 형식만 충족했으니 문제가 없나요?",교육 횟수뿐 아니라 필수 공통교육 내용의 충족 여부도 검증해야 함. 단순 게시만 했다는 이유로 필수 내용 누락을 정상 이행으로 판단하면 안 됨.,"요청을 정확히 처리하려면 추가 정보가 필요합니다. 필요한 정보: 적용 여부를 판단하는 데 필요한 현재 상황.
- 적용 여부 판단에 필요한 사실관계(예: 중도인출 사유와 현재 상황)를 알려주세요."
Test 85,8차 심화,가입자격 대조,중,Legal,PASS,document,success,False,True,11261.3,[],"법인 대표이사 1명, 일반 임원 2명, 근로자 20명, 개인사업주 1명이 같은 퇴직연금에 들어가려 합니다. 누가 어떤 조건에서 가입할 수 있나요?","법인 임원은 규약상 가입대상에 포함되면 가입 가능하나 임원만의 제도는 불가. 근로자는 가입 가능. 개인사업주 본인은 가입 불가, 그가 고용한 근로자는 가입 가능.","사용자님의 질문에 대해 다음과 같이 답변드리겠습니다.

1. 법인 대표이사 1명은 일반 IRP(개인형 퇴직연금)를 통해 자영업자로 가입할 수 있습니다. (doc10.pdf, page 2)

2. 일반 임원 2명은 다른 법에 따라 퇴직급여를 받는 경우가 있을 수 있으므로, 해당 법에 따라 퇴직급여를 받는다면 DB 또는 DC 퇴직연금에 가입할 수 있습니다. 그러나 그렇지 않은 경우 별도의 확인이 필요합니다.

3. 근로자 20명은 일반 퇴직연금 가입 대상이며, 특별한 제약이 없다면 퇴직연금에 가입할 수 있습니다.

4. 개인사업주 1명은 퇴직연금 가입이 불가하며, 일반 IRP를 통해 자영업자로 가입해야 합니다. (doc10.pdf, page 2)

따라서, 법인 대표이사와 일반 임원은 상황에 따라 가입 가능 여부가 다를 수 있으며, 근로자들은 특별한 제약이 없으면 가입이 가능합니다. 개인사업주는 퇴직연금 대신 일반 IRP에 가입해야 합니다. 추가적인 확인이 필요한 경우, 관련 법령 및 규정을 참고하시기 바랍니다."
Test 86,8차 심화,평균임금 제외기간,상,Other,PASS,document,success,False,True,7873.8,[],"평균임금 산정 직전 3개월에 수습 1개월, 회사 귀책 휴업 2주, 육아휴직 1개월이 포함돼 있다면 전부 일반 근무기간처럼 계산해야 하나요?","아님. 제공 자료에 제시된 수습 3개월 이내, 사용자 귀책 휴업, 육아휴직 등의 기간은 평균임금 산정 기간 및 임금총액에서 제외해야 함.","아닙니다. 평균임금 산정 시 수습 기간, 휴업, 휴직 등은 원칙적으로 제외됩니다. 따라서 평균임금 산정 직전 3개월에 포함된 수습 1개월, 회사 귀책 휴업 2주, 육아휴직 1개월은 일반 근무기간처럼 계산되지 않습니다.

- 수습 기간은 근로기준법상 통상 3개월 이내의 기간 동안 임금의 60% 이상을 지급하는 경우가 많으며, 이는 평균임금 산정 시 제외될 수 있습니다.
- 회사 귀책 휴업은 근로자의 귀책 사유가 아닌 경우이므로 평균임금 산정 시 포함되어야 합니다.
- 육아휴직은 근로자의 권리로서 주어지는 휴직이므로 평균임금 산정 시 제외됩니다.

따라서 이러한 기간들은 평균임금 산정 시 제외되며, 이를 통해 산정된 평균임금이 퇴직급여 등에 반영됩니다. 다만, 구체적인 사항은 회사의 퇴직연금 규약이나 인사팀을 통해 확인하는 것이 좋습니다."
Test 87,8차 심화,중도인출 자격 상태전이,상,Legal,PASS,document+law,success,False,True,13425.3,[],"무주택자일 때 주택구입 사유로 DC 중도인출을 받고 집을 산 뒤, 그 집을 팔지 않은 상태에서 전세보증금 사유로 다시 중도인출할 수 있나요?",불가. 두 번째 신청 시점에는 본인 명의 주택을 보유하고 있어 무주택자 요건을 충족하지 못함.,"제공된 자료에 따르면, 무주택 상태에서 주택 구입 사유로 DC 중도인출을 받은 후 집을 팔지 않은 상태에서 전세보증금 사유로 다시 중도인출하는 것은 가능하지 않습니다.

중도인출은 법정 사유 충족 시에만 가능하며, DC 제도는 하나의 사업장에서 재직 중 1회에 한하여 중도인출이 가능합니다. 따라서 이미 주택 구입 사유로 중도인출을 받은 상태에서 동일한 DC 계좌로 전세보증금 사유로 다시 중도인출을 신청하는 것은 허용되지 않습니다.

따라서 주택 구입 후 해당 주택을 처분하거나 다른 형태의 연금 계좌로의 전환 등의 방법을 고려해야 합니다. 보다 자세한 사항은 퇴직연금 사업자에게 문의하시기 바랍니다."
Test 88,8차 심화,IRP 담보제공,상,Legal,FAIL,document+law,success,False,True,12067.4,"[""D:required_fact_coverage_low:0/2""]","IRP 적립금이 8,000만 원이고 법령상 인정되는 긴급사유가 있다면 전액 8,000만 원을 담보로 잡을 수 있나요?","불가. 제공 자료의 기준상 담보 제공 범위는 적립금 평가액의 최대 50%, 즉 이 사례에서는 최대 4,000만 원 상당 범위.","아니요, IRP 적립금 8,000만 원을 전액 담보로 잡을 수는 없습니다. 

근로자퇴직급여 보장법에 따르면, 퇴직연금(DB, DC, IRP)은 전액 압류가 금지되어 있으며, 이는 퇴직연금제도의 급여를 받을 권리에 대한 압류명령이 무효이기 때문입니다. 다만, 법령상 인정되는 긴급사유가 있을 경우 일부 예외가 적용될 수 있지만, 제공된 자료에서는 이러한 구체적인 예외 상황에 대한 명확한 정보가 확인되지 않았습니다.

따라서, 현재로서는 IRP 적립금 전액을 담보로 잡는 것은 불가능하다고 판단됩니다. 긴급사유와 관련된 구체적인 사항은 관련 법령이나 금융기관에 문의하여 확인하는 것이 좋습니다.

출처: doc11.pdf (페이지 2), doc16.pdf (페이지 2)"
Test 89,8차 심화,퇴직급여 지연이자,최상,Legal,PASS,document+law,success,False,True,15374.4,[],퇴직 후 14일이 지났다는 이유만으로 파산절차나 법적 분쟁 여부와 상관없이 항상 연 20% 지연이자를 적용해야 하나요?,아님. 자료에 제시된 파산·회생·법적 다툼 등 정당한 예외사유가 인정되는 기간에는 연 20% 지연이자 적용의 예외가 존재함.,"아닙니다. 퇴직 후 14일이 지났더라도 무조건 연 20%의 지연이자가 발생하는 것은 아닙니다. 

퇴직 후 14일이 지난 시점이라 하더라도 회사와 근로자가 합의한 날짜까지 납입하기로 한 경우에는 별도의 지연이자가 발생하지 않습니다. 예를 들어, 퇴직 후 1월 20일까지 받기로 합의한 경우, 해당 날짜까지 납입하지 않으면 21일부터 납입 시까지 연 20%의 지연이자가 발생하게 됩니다. 이는 ""doc17.pdf""의 2페이지에서 확인할 수 있습니다.

또한, ""근로자퇴직급여 보장법 시행령 제 11조""에 따르면 지연이자 이율은 다음과 같이 구분됩니다:
1. 부담금을 납입하기로 정해진 날짜의 다음 날을 기산일로 하여 가입자의 퇴직 등 급여를 지급할 사유가 발생한 날부터 14일(당사자 간의 합의에 따라 납입 날짜를 연장한 경우 그 연장된 날짜)까지의 기간: 연 10%
2. 위의 기간 다음 날부터 부담금을 납입하는 날까지의 기간: 연 20%

따라서, 법적 분쟁이나 파산 절차와 같은 특별한 사정이 있는 경우, 당사자 간의 합의에 따라 납입 기일을 연장할 수 있으며, 이 경우 지연이자가 다르게 적용될 수 있습니다. 이러한 내용은 ""doc17.pdf""의 4페이지와 ""doc55.docx""의 1페이지에서 확인할 수 있습니다.

결론적으로, 퇴직 후 14일이 지났다는 이유만으로 무조건 연 20%의 지연이자가 적용되는 것은 아니며, 합의 여부와 법적 상황에 따라 달라질 수 있습니다. 

출처:
- doc17.pdf, 2페이지
- doc17.pdf, 4페이지
- doc55.docx, 1페이지"
Test 90,8차 심화,"1,500만원 경계값",최상,Calculation,PASS,document+law,success,False,True,12864.6,[],"사적연금을 정확히 연 1,500만 원 받는 경우와 1,500만 1원을 받는 경우 과세 선택지가 동일한가요?","동일하지 않음. 자료 기준 1,500만 원 이하와 1,500만 원 초과를 구분해야 하며, 초과 시 종합과세와 16.5% 분리과세 선택 규칙을 적용해야 함.","아니요, 사적연금을 정확히 연 1,500만 원을 받는 경우와 1,500만 1원을 받는 경우는 과세 선택지가 동일하지 않습니다.

- **연 1,500만 원 이하**: 세액공제 받은 금액과 운용수익을 합쳐서 연 1,500만 원 이하로 인출하면 연령에 따라 5.5%에서 3.3% 세율로 분리과세 됩니다.
- **연 1,500만 원 초과**: 세액공제 받은 금액과 운용수익이 연 1,500만 원을 초과하여 인출될 경우, 해당 사적연금소득을 다른 종합과세 대상 소득과 합산하여 신고해야 하므로 세부담이 커질 수 있습니다. 이때, 연간 1,500만 원 초과 수령 시 전액 다른 소득과 합산 종합과세 또는 16.5% 세율로 분리과세 선택할 수 있습니다.

따라서, 연금소득이 1,500만 원을 초과하는지에 따라 과세 선택지가 달라집니다. 출처: doc38.docx, page 1."
Test 91,8차 심화,납입·공제·이월 복합,최상,Other,PASS,document+law,success,False,True,15472.6,[],"연금저축에 1,000만 원을 납입했는데 당해 세액공제 한도는 600만 원만 사용했습니다. 남은 400만 원이 ‘납입 자체가 무효’가 되는 것인가요?",아님. 납입 가능 한도와 세액공제 한도는 별개. 공제받지 못한 400만 원은 자료에 제시된 초과납입금 전환 신청을 통해 이후 연도의 세액공제 대상으로 전환할 수 있음.,"아니요, 남은 400만 원의 납입이 무효가 되는 것은 아닙니다. 

연금저축의 경우, 당해 세액공제 한도를 초과하여 납입한 금액은 다음 연도로 이월되어 공제받을 수 있습니다. 즉, 이번 연도에 600만 원만 세액공제를 받았다면, 나머지 400만 원은 다음 연도의 납입액으로 인정되어 그때 세액공제를 받을 수 있습니다. 이러한 방식으로 납입한 금액 전체에 대해 세액공제를 받을 수 있는 기회가 주어집니다.

따라서, 연금저축에 납입한 금액은 세액공제 한도를 초과하더라도 무효가 되지 않으며, 이월하여 공제받을 수 있다는 점을 기억하시면 좋겠습니다. 출처: doc23.docx, 추가 확인 항목: 1."
Test 92,8차 심화,과세이연+연금수령,최상,Calculation,PASS,document+law,success,False,True,19410.7,[],퇴직금 2억 원을 IRP로 옮기면 퇴직 시 세금을 영원히 내지 않는 것인가요? 이후 1년 차부터 연금으로 받는 경우까지 연결해서 설명해 주세요.,"영구 면세가 아니라 과세이연. 퇴직 시 세금 납부가 연금수령 시점으로 미뤄지며, 자료 기준 연금수령 초기 연차에서는 이연퇴직소득에 대한 퇴직소득세 30% 감면 구조가 적용된다고 설명.","아니요, 퇴직금을 IRP로 옮긴다고 해서 퇴직 시 세금을 영원히 내지 않는 것은 아닙니다. 다만, 퇴직금을 IRP나 연금저축 계좌로 이전하여 연금으로 수령할 경우 세금 혜택이 있습니다.

1. **퇴직금 일시 수령**: 퇴직금을 일시금으로 수령하면 퇴직소득세를 100% 즉시 납부해야 합니다.
2. **연금 수령**: 만 55세 이후에 IRP나 연금저축 계좌에서 연금으로 수령하면 퇴직소득세를 30%~50% 감면받을 수 있습니다. 또한, IRP 내 운용 수익은 연금 수령 때까지 과세가 이연되며, 사적연금소득은 건강보험료 산정에서 제외됩니다.

따라서 퇴직금을 IRP로 옮겨 연금으로 수령하면 세금 부담을 줄일 수 있지만, 완전히 면제되는 것은 아닙니다. 연금 수령 시기와 관련된 세부 사항은 퇴직자의 나이와 퇴직금 종류에 따라 다를 수 있으므로, 퇴직 전에 본인의 상황에 맞는 방법을 충분히 검토하는 것이 중요합니다.

출처: doc51.docx, 1페이지; doc11.pdf, 1페이지 및 2페이지; doc45.docx, 1페이지; doc55.docx, 1페이지."
